35	25.35	38.9	35.65	342.6	
40	25.55	39.2	30.2	183	
45	24.9	41.55	35.95	294.55	
50	23.05	41.65	29.4	189.55	
55	22.45	39.4	34.9	188.1	
60	23.45	39.05	31.1	146.5	
65	22.15	48.55	47.05	178.65	
70	22.35	56.55	52.25	145.35	
75	21.15	36.95	33.55	134.7	
80	21.6	34.35	29.15	137.5	
85	22	44	39.25	143	
90	21.4	41.55	38.45	151.95	
95	20.8	37.2	36.65	175.7	
100	21.3	43.15	35.85	127.9	
